STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
GEORGIA,CHUCK PAYNE,STATE SENATE,54,45433.67
GEORGIA,PARK CANNON,STATE HOUSE,58,28483.4
GEORGIA,TONYA P. ANDERSON,STATE SENATE,43,14066.41
GEORGIA,KENNETH K. BURKE,STATE SENATE,11,207975.81
GEORGIA,LESTER G. JACKSON,STATE SENATE,2,68043.75
GEORGIA,RUSS GOODMAN,STATE SENATE,8,151247.99000000002
GEORGIA,BILLY HICKMAN,STATE SENATE,4,354968.37
GEORGIA,MICHELLE AU,STATE SENATE,48,383002.45
GEORGIA,AL WILLIAMS,STATE HOUSE,168,350.0
GEORGIA,ED SETZLER,STATE HOUSE,35,153717.72
